7.817343298455401168e+01 3.817478824115593472e+00 3.510058916079953351e-01 2.592901784466945109e-02 9.837153402331113572e-01 6.723139663891868935e-04
1.169763613170693048e+02 6.632504185601531432e+00 2.611002869594465370e-01 1.958084790817434667e-02 9.902985210421515472e-01 3.834096048030556474e-04
2.882284330985915943e+01 3.353052976952625386e+00 3.667258521825025319e-01 2.307647634879294099e-02 9.963562995098369512e-01 5.325237606763999314e-04
1.084549582891551864e+02 4.999179786744555543e+00 4.360590226120508728e-01 5.160568240153875358e-02 9.885641617783292867e-01 2.663146456128486893e-03
4.693216512148337216e+01 4.244265505115087933e+00 3.150123157137362795e-01 1.975397223570823924e-02 9.956856565668931180e-01 3.902194190891320217e-04
3.849176634768741678e+01 3.355362838915471269e+00 3.759955513906655944e-01 2.624473879496382056e-02 9.868012131101882023e-01 6.887863144158790085e-04
1.786912440191387361e+02 4.543971291866028217e+00 3.780692920866666196e-01 4.512434204814810140e-02 9.764438715036563021e-01 2.036206245278266921e-03
4.365930489920442596e+02 9.276026400271184968e+00 2.721058070413954755e-01 5.184857474082932988e-02 9.590379332411395064e-01 2.688274702655365361e-03
3.419526827712668648e+01 3.764151319461054079e+00 3.317370736122199348e-01 2.469566836196852508e-02 9.943501764179073499e-01 6.098760358443332252e-04
7.206968063872255925e+01 4.607045908183633465e+00 4.712890256124876442e-01 3.162034065036065100e-01 9.911062076796904874e-01 9.998459428448501496e-02
6.821307385229539477e+01 4.345808383233531913e+00 4.323939877193960224e-01 1.165091540205565601e-01 9.928547099712676793e-01 1.357438297058577090e-02
7.584888915480037497e+01 5.539248534162977577e+00 2.889296238010904405e-01 2.252082334901861146e-02 9.860910976036277864e-01 5.071874843177019178e-04
1.500290651377608242e+01 2.109253065774805425e+00 5.255916314464164074e-01 5.253890603136140980e-02 9.957749020387322014e-01 2.760336646972224011e-03
5.629070602313522897e+01 4.128360590347028847e+00 3.759516758341618359e-01 3.165162434813981185e-02 9.893494207260731255e-01 1.001825323875756750e-03
1.419888789058600196e+02 6.895058400718779623e+00 2.424909074442889167e-01 1.714361916611504069e-02 9.774699907843177327e-01 2.939036781127869324e-04
6.776627372627370960e+01 4.318721278721277201e+00 4.419566388668254575e-01 6.729173735303689563e-02 9.961379275821506951e-01 4.528177915990101894e-03
3.962882523205908569e+01 3.830641780616828029e+00 3.613797861258140065e-01 3.207610256257853454e-02 9.958734927609147469e-01 1.028876355605057085e-03
3.006618468288791632e+02 6.375448743518148831e+00 3.151337405021923388e-01 2.412276011433549597e-02 9.203146717196359905e-01 5.819075555337755541e-04
1.739906891246578198e+02 5.535535175527982688e+00 3.766635066461279102e-01 3.518329145659748747e-02 9.774309205435574022e-01 1.237863997719885730e-03
4.921969315593911460e+02 8.630508610012384452e+00 3.306111371877991645e-01 2.943142589043094143e-02 8.999422486431366552e-01 8.662088299439287247e-04
4.825136350014984288e+01 4.139526520827091716e+00 3.816314072048172523e-01 8.688032026059278046e-02 9.956294968510410737e-01 7.548190048583168499e-03
7.672255441281990329e+01 4.995096866778281353e+00 3.356002599400841890e-01 5.069342957401348077e-02 9.901281654720778258e-01 2.569823801975464495e-03
1.151960510570402647e+02 6.247307538891104350e+00 3.052963621148142015e-01 7.803066238350191142e-02 9.872759755627836809e-01 6.088784272008059169e-03
5.322698412698411374e+01 3.709722222222221699e+00 3.759810663854596946e-01 2.794196093515969107e-02 9.934813284499621755e-01 7.807531809019902435e-04
2.648005994005993102e+01 2.920219780219779793e+00 4.153909609660272895e-01 2.328951812060021595e-02 9.963948883682099966e-01 5.424016542897658940e-04
1.698827222000797406e+02 5.037086488640893478e+00 3.654904895850392688e-01 9.185200793331632640e-02 9.731835903693185630e-01 8.436791361382004958e-03
3.767223315639848380e+01 3.656050575535277680e+00 3.776861416049956954e-01 2.974283311202686325e-02 9.924967607435866146e-01 8.846361215298815953e-04
9.212478305105031495e+01 6.141899575079298401e+00 2.824110949886354804e-01 3.465226821166680904e-02 9.903073929992070035e-01 1.200779692213294189e-03
3.821190476190476204e+01 2.778333333333333321e+00 4.497929537047508086e-01 3.992442400917133732e-02 9.908240358195353759e-01 1.593959632464096764e-03
9.867887054319209028e+01 5.528595357741083127e+00 3.229616150060408697e-01 5.191596863939865192e-02 9.876177848357620137e-01 2.695267799767024196e-03
2.789250522544044202e+02 7.544102717229026034e+00 2.747130613849538827e-01 2.110138010995023239e-02 9.581018190464849482e-01 4.452682425446032369e-04
4.466722541507023436e+01 4.322118454661557863e+00 3.121024372190787100e-01 3.360048879421233259e-02 9.950543369455155940e-01 1.128992847209988465e-03
2.482871476349737705e+01 2.693143812709030804e+00 4.690978930334986918e-01 3.743333791048372716e-02 9.942499459567593068e-01 1.401254787120458003e-03
4.466722541507023436e+01 4.322118454661557863e+00 3.121024372190787100e-01 3.360048879421233259e-02 9.950543369455155940e-01 1.128992847209988465e-03
4.206828343313372898e+01 3.626047904191616933e+00 3.996819119430724543e-01 6.051251354686713185e-02 9.929916589403368077e-01 3.661764295759778291e-03
6.501674325674322574e+01 4.937542457542456020e+00 3.226231057643904609e-01 2.178401796224475537e-02 9.871352174859295836e-01 4.745434385794021384e-04
3.391014348345955227e+02 6.845396572339579322e+00 4.104902708079228857e-01 1.153569870020888094e-01 9.779226361534246736e-01 1.330723445020008666e-02
1.888861715697998989e+02 5.234054851311488399e+00 3.963545695737419328e-01 3.797782254141023744e-02 9.831180926803398945e-01 1.442315004986847744e-03
5.480210317460316105e+01 3.840476190476190155e+00 4.225773730116572091e-01 5.437674572136192569e-02 9.933961297421476377e-01 2.956830475245652429e-03
4.076409590409589612e+01 4.100639360639359410e+00 3.139273348239888795e-01 4.441354861790518943e-02 9.910142435240784087e-01 1.972563300835027990e-03
4.824838870597625373e+01 3.646373341314975924e+00 4.551089371119472204e-01 7.640498673033865873e-02 9.967356658537922520e-01 5.837721997263225701e-03
1.878289710289709902e+01 2.561598401598400798e+00 4.433272563899688379e-01 3.074550183275953641e-02 9.955104560974997741e-01 9.452858829482200988e-04
5.185766233766232602e+01 4.335824175824174453e+00 3.291806100715347627e-01 2.062792650231907998e-02 9.921254133086530036e-01 4.255113517850778464e-04
2.046625012456401578e+02 8.030632785251615502e+00 2.407741223824686472e-01 2.138905221940749779e-02 9.701617765637023938e-01 4.574915548445408374e-04
1.740225230597964696e+02 7.046020197201021240e+00 2.501358637447170796e-01 2.701294656957695453e-02 9.790449162583033660e-01 7.296992823708193208e-04
2.809973958333333854e+01 2.799619391025641058e+00 4.749013178851353434e-01 6.089767476599999840e-02 9.948078317584188035e-01 3.708526791905512703e-03
1.063065523087663422e+02 6.732322728632690989e+00 2.206745313956768040e-01 1.884520220449509634e-02 9.781543417573485000e-01 3.551416461283068982e-04
4.087310673822301510e+01 3.008626515603260110e+00 4.046335915952078977e-01 3.012448681611552825e-02 9.874001687649310854e-01 9.074847059343182313e-04
3.259664880952380486e+02 8.350257936507935241e+00 3.172891320120573844e-01 3.221782666574900256e-02 9.448398893949135902e-01 1.037988355064247640e-03
3.978298301698299042e+02 1.226707292707291685e+01 2.060588301636508690e-01 7.134172150924712741e-02 9.567656703609909163e-01 5.089641227902974054e-03
5.324042250985257141e+01 4.594014443755376931e+00 3.085554285146274722e-01 4.256179108888336060e-02 9.942242398725721353e-01 1.811506060693750860e-03
6.211320354124104597e+02 7.435444457797542483e+00 3.555474797269827514e-01 7.501582433424179575e-02 9.426778039902528050e-01 5.627373900545823426e-03
5.295732142857141866e+01 4.128710317460316581e+00 3.042878297441770630e-01 2.014239745807415785e-02 9.926255696722841027e-01 4.057161753590322840e-04
5.804479457518945651e+01 4.510370961308336035e+00 3.722098129999961147e-01 9.804690883998087858e-02 9.943941587343253508e-01 9.613196333075519490e-03
